Trait1	Trait2	RatioModified1	RatioModified2	OverlapProteins	OverlapProteoforms	Difference
CornealTopography	LupusErythematosusSystemic	0.632353	0.255605	2	6	4
CornealTopography	MacularDegeneration	0.632353	0.454545	1	12	11
CornealTopography	MyocardialInfarction	0.632353	0.418182	1	5	4
CornealTopography	Osteosarcoma	0.632353	0.25	1	2	1
CornealTopography	PlateletFunctionTests	0.632353	0.321212	2	15	13
CornealTopography	Psoriasis	0.632353	0.222222	1	5	4
CornealTopography	RhinitisAllergicSeasonal	0.632353	0.285714	1	5	4
CornealTopography	SpondylitisAnkylosing	0.632353	0.295455	1	5	4
CornealTopography	ThyroidDiseases	0.632353	0.333333	1	5	4
CornealTopography	ThyroidNeoplasms	0.632353	0.444444	1	5	4
CornealTopography	WaistCircumference	0.632353	0.571429	1	5	4
CornealTopography	WetMacularDegeneration	0.632353	0.453125	1	12	11
CoronaryAneurysm	CoronaryAneurysm	0.666667	0.666667	3	6	3
CoronaryAneurysm	MucocutaneousLymphNodeSyndrome	0.666667	0.294118	3	6	3
CoronaryArteryDisease	AbdominalFat	0.5	0.2	1	2	1
CoronaryArteryDisease	AdenocarcinomaOfEsophagus	0.5	0.1875	1	2	1
CoronaryArteryDisease	AlzheimerDisease	0.5	0.246154	3	5	2
CoronaryArteryDisease	AorticAneurysmAbdominal	0.5	0.111111	2	3	1
CoronaryArteryDisease	ArthritisJuvenile	0.5	0.444444	1	5	4
CoronaryArteryDisease	ArthritisRheumatoid	0.5	0.208633	2	3	1
CoronaryArteryDisease	Asthma	0.5	0.229885	2	7	5
CoronaryArteryDisease	AutoimmuneDiseases	0.5	0.346939	1	5	4
CoronaryArteryDisease	BarrettEsophagus	0.5	0.166667	1	2	1
CoronaryArteryDisease	BloodPressure	0.5	0.289116	7	10	3
CoronaryArteryDisease	BodyMassIndex	0.5	0.365989	7	11	4
CoronaryArteryDisease	BodyWeightsandMeasures	0.5	0.272727	1	2	1
CoronaryArteryDisease	BronchodilatorAgents	0.5	0.172932	3	4	1
CoronaryArteryDisease	C_ReactiveProtein	0.5	0.11194	3	4	1
CoronaryArteryDisease	CeliacDisease	0.5	0.3125	1	5	4
CoronaryArteryDisease	CerebrospinalFluid	0.5	0.351648	1	2	1
CoronaryArteryDisease	Chin	0.5	0.0833333	1	2	1
CoronaryArteryDisease	Cholesterol	0.5	0.231527	7	8	1
CoronaryArteryDisease	CholesterolLDL	0.5	0.366102	7	8	1
CoronaryArteryDisease	ColitisUlcerative	0.5	0.298507	2	7	5
CoronaryArteryDisease	CommonVariableImmunodeficiency	0.5	0.382353	1	5	4
CoronaryArteryDisease	CornealTopography	0.5	0.632353	1	5	4
CoronaryArteryDisease	CoronaryArteryDisease	0.5	0.5	32	66	34
CoronaryArteryDisease	CoronaryDisease	0.5	0.338983	17	35	18
CoronaryArteryDisease	CrohnDisease	0.5	0.254826	1	5	4
CoronaryArteryDisease	DermatitisAtopic	0.5	0.110092	1	2	1
CoronaryArteryDisease	DiabetesMellitusType1	0.5	0.264706	2	6	4
CoronaryArteryDisease	Education	0.5	0.317881	1	2	1
CoronaryArteryDisease	Fibrinogen	0.5	0.204819	3	4	1
CoronaryArteryDisease	ForcedExpiratoryVolume	0.5	0.181818	1	2	1
CoronaryArteryDisease	HydroxymethylglutarylCoAReductases	0.5	0.166667	3	4	1
CoronaryArteryDisease	Hypersensitivity	0.5	0.309524	1	5	4
CoronaryArteryDisease	InflammatoryBowelDiseases	0.5	0.301471	2	6	4
CoronaryArteryDisease	Interleukin_6	0.5	0.25	1	2	1
CoronaryArteryDisease	Lipoproteins	0.5	0.727273	5	6	1
CoronaryArteryDisease	LungVolumeMeasurements	0.5	0.219178	5	10	5
CoronaryArteryDisease	LupusErythematosusSystemic	0.5	0.255605	1	5	4
CoronaryArteryDisease	Menarche	0.5	0.189394	1	2	1
CoronaryArteryDisease	Metabolism	0.5	0.375839	6	7	1
CoronaryArteryDisease	MyocardialInfarction	0.5	0.418182	19	38	19
CoronaryArteryDisease	Parasitemia	0.5	0.916667	1	12	11
CoronaryArteryDisease	PlateletFunctionTests	0.5	0.321212	2	3	1
CoronaryArteryDisease	Psoriasis	0.5	0.222222	1	5	4
CoronaryArteryDisease	ReceptorsInterleukin_6	0.5	0	1	2	1
CoronaryArteryDisease	RhinitisAllergicSeasonal	0.5	0.285714	1	5	4
CoronaryArteryDisease	Schizophrenia	0.5	0.396783	4	5	1
CoronaryArteryDisease	Smoking	0.5	0.258824	1	2	1
CoronaryArteryDisease	SpondylitisAnkylosing	0.5	0.295455	1	5	4
CoronaryArteryDisease	ThyroidDiseases	0.5	0.333333	1	5	4
CoronaryArteryDisease	ThyroidNeoplasms	0.5	0.444444	1	5	4
CoronaryArteryDisease	Trypanosomacruzi	0.5	0.690141	1	12	11
CoronaryArteryDisease	WaistCircumference	0.5	0.571429	2	6	4
CoronaryArteryDisease	WilmsTumor	0.5	0.2	1	2	1
CoronaryDisease	1_Alkyl_2_acetylglycerophosphocholineEsterase	0.338983	0.333333	5	8	3
CoronaryDisease	Adiponectin	0.338983	0.111111	1	2	1
CoronaryDisease	AlanineTransaminase	0.338983	0.1	1	2	1
CoronaryDisease	Anthropometry	0.338983	0.2	1	2	1
CoronaryDisease	ArterialPressure	0.338983	0.176471	5	6	1
CoronaryDisease	ArthritisJuvenile	0.338983	0.444444	1	5	4
CoronaryDisease	Asthma	0.338983	0.229885	2	6	4
CoronaryDisease	AtrialFibrillation	0.338983	0.229167	28	38	10
CoronaryDisease	AttentionDeficitDisorderwithHyperactivity	0.338983	0.272727	1	2	1
CoronaryDisease	Autoantibodies	0.338983	0.4	1	2	1
CoronaryDisease	AutoimmuneDiseases	0.338983	0.346939	1	5	4
CoronaryDisease	BipolarDisorder	0.338983	0.313253	1	2	1
CoronaryDisease	BloodPressure	0.338983	0.289116	31	42	11
CoronaryDisease	BodyHeight	0.338983	0.339093	6	7	1
CoronaryDisease	BodyMassIndex	0.338983	0.365989	34	49	15
CoronaryDisease	BodyWeight	0.338983	0.335878	2	13	11
CoronaryDisease	BreastNeoplasms	0.338983	0.298319	17	18	1
CoronaryDisease	BronchodilatorAgents	0.338983	0.172932	1	2	1
CoronaryDisease	C_ReactiveProtein	0.338983	0.11194	12	13	1
CoronaryDisease	CeliacDisease	0.338983	0.3125	2	7	5
CoronaryDisease	ChildDevelopmentDisordersPervasive	0.338983	0.166667	1	2	1
CoronaryDisease	CholangitisSclerosing	0.338983	0.40625	1	2	1
CoronaryDisease	Cholesterol	0.338983	0.231527	47	59	12
CoronaryDisease	CholesterolHDL	0.338983	0.253472	30	41	11
CoronaryDisease	CholesterolLDL	0.338983	0.366102	30	36	6
CoronaryDisease	ClinicalLaboratoryTechniques	0.338983	0.2	1	2	1
CoronaryDisease	ColitisUlcerative	0.338983	0.298507	3	10	7
CoronaryDisease	ColorectalNeoplasms	0.338983	0.296296	2	3	1
CoronaryDisease	CommonVariableImmunodeficiency	0.338983	0.382353	1	5	4
CoronaryDisease	CornealTopography	0.338983	0.632353	1	5	4
CoronaryDisease	CoronaryArteryDisease	0.338983	0.5	17	35	18
CoronaryDisease	CoronaryDisease	0.338983	0.338983	75	118	43
CoronaryDisease	Creatinine	0.338983	0.324675	2	3	1
CoronaryDisease	CrohnDisease	0.338983	0.254826	4	8	4
CoronaryDisease	DepressiveDisorder	0.338983	0.152778	1	2	1
CoronaryDisease	DiabetesMellitus	0.338983	0.244444	28	38	10
CoronaryDisease	DiabetesMellitusType1	0.338983	0.264706	2	6	4
CoronaryDisease	DiabetesMellitusType2	0.338983	0.149425	5	7	2
CoronaryDisease	Electrocardiography	0.338983	0.3	27	37	10
CoronaryDisease	EsophagealNeoplasms	0.338983	0.230769	4	5	1
CoronaryDisease	ForcedExpiratoryVolume	0.338983	0.181818	2	3	1
CoronaryDisease	GlomerularFiltrationRate	0.338983	0.288889	2	3	1
CoronaryDisease	Glucose	0.338983	0.244898	27	37	10
CoronaryDisease	GlucoseToleranceTest	0.338983	0.166667	2	3	1
CoronaryDisease	HeartFailure	0.338983	0.209302	28	38	10
CoronaryDisease	Hematocrit	0.338983	0.317073	28	39	11
CoronaryDisease	Hemoglobins	0.338983	0.35	2	3	1
CoronaryDisease	Hip	0.338983	0.439114	4	5	1
CoronaryDisease	HydroxymethylglutarylCoAReductases	0.338983	0.166667	5	6	1
CoronaryDisease	Hypersensitivity	0.338983	0.309524	2	6	4
CoronaryDisease	Hypothyroidism	0.338983	0.192308	2	3	1
CoronaryDisease	InflammatoryBowelDiseases	0.338983	0.301471	3	7	4
CoronaryDisease	Insulin	0.338983	0.0882353	2	3	1
CoronaryDisease	Lipids	0.338983	0.303571	10	13	3
CoronaryDisease	Lipoproteins	0.338983	0.727273	10	15	5
CoronaryDisease	LiverCirrhosisBiliary	0.338983	0.216667	3	6	3
CoronaryDisease	LungVolumeMeasurements	0.338983	0.219178	4	9	5
CoronaryDisease	LupusErythematosusSystemic	0.338983	0.255605	2	6	4
CoronaryDisease	MacularDegeneration	0.338983	0.454545	6	7	1
CoronaryDisease	Menopause	0.338983	0.0909091	1	2	1
CoronaryDisease	MetabolicSyndromeX	0.338983	0.342857	6	9	3
CoronaryDisease	Metabolism	0.338983	0.375839	12	17	5
CoronaryDisease	Mortality	0.338983	0.23913	28	38	10
CoronaryDisease	MyocardialInfarction	0.338983	0.418182	17	36	19
CoronaryDisease	Myopia	0.338983	0.52381	1	2	1
CoronaryDisease	Neoplasms	0.338983	0.207547	28	38	10
CoronaryDisease	Neuroticism	0.338983	0.185185	1	2	1
CoronaryDisease	PlateletFunctionTests	0.338983	0.321212	5	7	2
CoronaryDisease	Prostate_SpecificAntigen	0.338983	0.230769	1	2	1
CoronaryDisease	Psoriasis	0.338983	0.222222	16	20	4
CoronaryDisease	RenalInsufficiencyChronic	0.338983	0.125	2	3	1
CoronaryDisease	RhinitisAllergicSeasonal	0.338983	0.285714	2	6	4
CoronaryDisease	Schizophrenia	0.338983	0.396783	5	8	3
CoronaryDisease	SexCharacteristics	0.338983	0	1	2	1
CoronaryDisease	SexRatio	0.338983	0	1	2	1
CoronaryDisease	Smoking	0.338983	0.258824	1	2	1
CoronaryDisease	SpondylitisAnkylosing	0.338983	0.295455	1	5	4
CoronaryDisease	Stroke	0.338983	0.178571	37	48	11
CoronaryDisease	Survival	0.338983	0.238095	1	2	1
CoronaryDisease	TetralogyofFallot	0.338983	0.5	1	2	1
CoronaryDisease	ThyroidDiseases	0.338983	0.333333	1	5	4
CoronaryDisease	ThyroidNeoplasms	0.338983	0.444444	1	5	4
CoronaryDisease	Thyrotropin	0.338983	0.125	1	2	1
CoronaryDisease	Tonsillectomy	0.338983	0.128571	1	3	2
CoronaryDisease	Triglycerides	0.338983	0.279279	29	40	11
CoronaryDisease	UricAcid	0.338983	0.325581	4	5	1
CoronaryDisease	VascularCalcification	0.338983	0.232558	6	9	3
CoronaryDisease	VascularEndothelialGrowthFactors	0.338983	0.25	1	2	1
CoronaryDisease	VascularStiffness	0.338983	0.916667	1	12	11
CoronaryDisease	WaistCircumference	0.338983	0.571429	5	11	6
CoronaryDisease	Waist_HipRatio	0.338983	0.166667	2	3	1
CoronaryDisease	WetMacularDegeneration	0.338983	0.453125	5	6	1
CoronaryDisease	WilmsTumor	0.338983	0.2	1	2	1
CoronaryDisease	hemoglobinA1cproteinhuman	0.338983	0.0526316	1	2	1
CoronaryDisease	oxidizedlowdensitylipoprotein	0.338983	0.75	1	4	3
Creatinine	Adiponectin	0.324675	0.111111	1	2	1
Creatinine	Age_RelatedHearingImpairment1	0.324675	0.234375	2	8	6
Creatinine	AlzheimerDisease	0.324675	0.246154	2	3	1
Creatinine	Anthropometry	0.324675	0.2	1	2	1
Creatinine	ArthritisRheumatoid	0.324675	0.208633	1	2	1
Creatinine	BodyHeight	0.324675	0.339093	4	10	6
Creatinine	BodyMassIndex	0.324675	0.365989	7	10	3
Creatinine	Breast	0.324675	0.357143	1	7	6
Creatinine	BreastNeoplasms	0.324675	0.298319	1	7	6
Creatinine	CalorimetryIndirect	0.324675	0.5	1	2	1
Creatinine	Cartilage	0.324675	0.695652	1	2	1
Creatinine	CerebrospinalFluid	0.324675	0.351648	1	2	1
Creatinine	CholesterolHDL	0.324675	0.253472	3	4	1
Creatinine	CholesterolLDL	0.324675	0.366102	2	8	6
Creatinine	ColitisUlcerative	0.324675	0.298507	1	2	1
Creatinine	ColorectalNeoplasms	0.324675	0.296296	2	3	1
Creatinine	CoronaryDisease	0.324675	0.338983	2	3	1
Creatinine	Creatinine	0.324675	0.324675	53	77	24
Creatinine	CrohnDisease	0.324675	0.254826	2	3	1
Creatinine	DepressiveDisorder	0.324675	0.152778	1	2	1
Creatinine	DiabetesMellitusType2	0.324675	0.149425	2	3	1
Creatinine	DiagnosticTechniquesCardiovascular	0.324675	0.333333	1	2	1
Creatinine	Education	0.324675	0.317881	2	3	1
Creatinine	EosinophilicEsophagitis	0.324675	0.285714	1	2	1
Creatinine	ForcedExpiratoryVolume	0.324675	0.181818	1	8	7
Creatinine	GallbladderNeoplasms	0.324675	0.5	1	2	1
Creatinine	GlomerularFiltrationRate	0.324675	0.288889	44	65	21
Creatinine	Hip	0.324675	0.439114	2	3	1
Creatinine	HodgkinDisease	0.324675	0.108108	1	2	1
Creatinine	HypertrophyLeftVentricular	0.324675	0.5	1	2	1
Creatinine	Hypothyroidism	0.324675	0.192308	1	2	1
Creatinine	InflammatoryBowelDiseases	0.324675	0.301471	2	3	1
Creatinine	MacularDegeneration	0.324675	0.454545	2	9	7
Creatinine	MentalDisorders	0.324675	0.478261	1	8	7
Creatinine	Neuroticism	0.324675	0.185185	1	2	1
Creatinine	PancreaticCarcinoma	0.324675	0.2	2	3	1
Creatinine	PlateletAggregation	0.324675	0.5	1	8	7
Creatinine	PlateletFunctionTests	0.324675	0.321212	4	5	1
Creatinine	PrecursorB_CellLymphoblasticLeukemia_Lymphoma	0.324675	0.142857	1	2	1
Creatinine	PrecursorCellLymphoblasticLeukemia_Lymphoma	0.324675	0.307692	1	2	1
Creatinine	Prostate_SpecificAntigen	0.324675	0.230769	1	2	1
Creatinine	Putamen	0.324675	0.333333	1	2	1
Creatinine	RenalInsufficiencyChronic	0.324675	0.125	19	21	2
Creatinine	Risperidone	0.324675	0.0555556	2	3	1
Creatinine	Schizophrenia	0.324675	0.396783	3	4	1
Creatinine	SexCharacteristics	0.324675	0	1	2	1
Creatinine	Thyrotropin	0.324675	0.125	1	2	1
Creatinine	Transplants	0.324675	0.551724	1	8	7
Creatinine	Triglycerides	0.324675	0.279279	4	5	1
Creatinine	UricAcid	0.324675	0.325581	8	16	8
Creatinine	VascularEndothelialGrowthFactors	0.324675	0.25	1	2	1
Creatinine	WaistCircumference	0.324675	0.571429	3	5	2
Creatinine	Waist_HipRatio	0.324675	0.166667	2	4	2
Creatinine	WetMacularDegeneration	0.324675	0.453125	1	2	1
Creatinine	coenzymeQ10	0.324675	0.2	1	2	1
Creatinine	tauProteins	0.324675	0.642857	1	2	1
Creutzfeldt_JakobSyndrome	3_hydroxy_1_methylpropylmercapturicacid	0.333333	0.166667	1	2	1
Creutzfeldt_JakobSyndrome	AgeofOnset	0.333333	0.297297	1	2	1
Creutzfeldt_JakobSyndrome	AlzheimerDisease	0.333333	0.246154	1	2	1
Creutzfeldt_JakobSyndrome	Creutzfeldt_JakobSyndrome	0.333333	0.333333	5	6	1
Creutzfeldt_JakobSyndrome	Education	0.333333	0.317881	1	2	1
Creutzfeldt_JakobSyndrome	Smoking	0.333333	0.258824	1	2	1
CrohnDisease	AcquiredImmunodeficiencySyndrome	0.254826	0.0263158	36	37	1
CrohnDisease	Age_RelatedHearingImpairment1	0.254826	0.234375	2	4	2
CrohnDisease	Agranulocytosis	0.254826	0.0169492	37	38	1
CrohnDisease	AlzheimerDisease	0.254826	0.246154	17	18	1
CrohnDisease	AmyloidosisCerebralwithSpongiformEncephalopathy	0.254826	0.125	1	2	1
CrohnDisease	AntidepressiveAgents	0.254826	0.392857	2	3	1
CrohnDisease	ArthritisJuvenile	0.254826	0.444444	21	34	13
CrohnDisease	ArthritisPsoriatic	0.254826	0.0181818	37	38	1
CrohnDisease	ArthritisRheumatoid	0.254826	0.208633	34	44	10
CrohnDisease	Asthma	0.254826	0.229885	44	54	10
CrohnDisease	Autoantibodies	0.254826	0.4	10	16	6
CrohnDisease	AutoimmuneDiseases	0.254826	0.346939	25	41	16
CrohnDisease	BehcetSyndrome	0.254826	0.0909091	40	45	5
CrohnDisease	BipolarDisorder	0.254826	0.313253	2	3	1
CrohnDisease	BloodPressure	0.254826	0.289116	7	8	1
CrohnDisease	BodyHeight	0.254826	0.339093	43	44	1
CrohnDisease	BodyMassIndex	0.254826	0.365989	12	18	6
CrohnDisease	BreastNeoplasms	0.254826	0.298319	57	62	5
CrohnDisease	C_ReactiveProtein	0.254826	0.11194	41	43	2
CrohnDisease	CarcinomaBasalCell	0.254826	0.329412	38	39	1
CrohnDisease	CarcinomaHepatocellular	0.254826	0.0740741	17	19	2
CrohnDisease	CarcinomaSquamousCell	0.254826	0.258065	3	4	1
CrohnDisease	CeliacDisease	0.254826	0.3125	28	48	20
CrohnDisease	CerebrospinalFluid	0.254826	0.351648	2	4	2
CrohnDisease	ChemokineCCL2	0.254826	0.111111	1	2	1
CrohnDisease	CholangitisSclerosing	0.254826	0.40625	4	5	1
CrohnDisease	CholesterolHDL	0.254826	0.253472	8	11	3
CrohnDisease	CholesterolLDL	0.254826	0.366102	6	7	1
CrohnDisease	Clozapine	0.254826	0.0227273	36	37	1
CrohnDisease	ColitisUlcerative	0.254826	0.298507	72	112	40
CrohnDisease	CommonVariableImmunodeficiency	0.254826	0.382353	21	34	13
CrohnDisease	ComplementC4	0.254826	0.307692	2	6	4
CrohnDisease	CornealTopography	0.254826	0.632353	1	5	4
CrohnDisease	CoronaryArteryDisease	0.254826	0.5	1	5	4
CrohnDisease	CoronaryDisease	0.254826	0.338983	4	8	4
CrohnDisease	Creatinine	0.254826	0.324675	2	3	1
CrohnDisease	CrohnDisease	0.254826	0.254826	193	259	66
CrohnDisease	Cryoglobulinemia	0.254826	0.210526	15	19	4
CrohnDisease	DepressiveDisorder	0.254826	0.152778	3	4	1
CrohnDisease	DermatitisAtopic	0.254826	0.110092	57	64	7
CrohnDisease	DiabetesMellitusType1	0.254826	0.264706	50	75	25
CrohnDisease	DiabetesMellitusType2	0.254826	0.149425	6	10	4
CrohnDisease	DrugHypersensitivitySyndrome	0.254826	0.0185185	36	37	1
CrohnDisease	Electrocardiography	0.254826	0.3	5	7	2
CrohnDisease	Eosinophils	0.254826	0	1	2	1
CrohnDisease	ErythrocyteCount	0.254826	0.27907	4	5	1
CrohnDisease	EsophagealNeoplasms	0.254826	0.230769	1	2	1
CrohnDisease	Fibrinogen	0.254826	0.204819	3	5	2
CrohnDisease	GlomerularFiltrationRate	0.254826	0.288889	4	5	1
CrohnDisease	GlomerulonephritisIGA	0.254826	0.09375	17	18	1
CrohnDisease	GlomerulonephritisMembranous	0.254826	0.0208333	38	39	1
CrohnDisease	HIV_1	0.254826	0.0512821	37	38	1
CrohnDisease	HelicobacterInfections	0.254826	0.333333	1	2	1
CrohnDisease	HepatitisBChronic	0.254826	0.151515	6	11	5
CrohnDisease	HepatitisCChronic	0.254826	0.208333	16	20	4
CrohnDisease	Hip	0.254826	0.439114	7	10	3
CrohnDisease	Hypersensitivity	0.254826	0.309524	5	10	5
CrohnDisease	IL1RL1proteinhuman	0.254826	0.125	5	7	2
CrohnDisease	InflammatoryBowelDiseases	0.254826	0.301471	110	160	50
CrohnDisease	Insulin_LikeGrowthFactorI	0.254826	0.166667	3	5	2
CrohnDisease	JointInstability	0.254826	0.571429	1	5	4
CrohnDisease	Leprosy	0.254826	0.0425532	58	60	2
CrohnDisease	Leukocytes	0.254826	0.0136986	50	51	1
CrohnDisease	Lithium	0.254826	0.3	1	2	1
CrohnDisease	LiverCirrhosisBiliary	0.254826	0.216667	23	30	7
CrohnDisease	LungVolumeMeasurements	0.254826	0.219178	3	7	4
CrohnDisease	LupusErythematosusSystemic	0.254826	0.255605	89	116	27
CrohnDisease	LymphomaLargeB_CellDiffuse	0.254826	0.0238095	37	38	1
CrohnDisease	MacularDegeneration	0.254826	0.454545	1	5	4
CrohnDisease	MeanPlateletVolume	0.254826	0.236842	1	3	2
CrohnDisease	Menarche	0.254826	0.189394	2	3	1
CrohnDisease	Menstruation	0.254826	0.857143	1	7	6
CrohnDisease	MucocutaneousLymphNodeSyndrome	0.254826	0.294118	2	3	1
CrohnDisease	MultipleSclerosis	0.254826	0.114286	25	32	7
CrohnDisease	MuscleSkeletal	0.254826	0.333333	1	2	1
CrohnDisease	MyeloproliferativeDisorders	0.254826	0.714286	1	6	5
CrohnDisease	MyocardialInfarction	0.254826	0.418182	1	5	4
CrohnDisease	NasopharyngealNeoplasms	0.254826	0.038961	50	51	1
CrohnDisease	Neutrophils	0.254826	0.0612245	36	37	1
CrohnDisease	Peroxidases	0.254826	0.4	1	5	4
CrohnDisease	PlateletCount	0.254826	0.150943	38	39	1
CrohnDisease	PlateletFunctionTests	0.254826	0.321212	8	11	3
CrohnDisease	Prognosis	0.254826	0.6	2	5	3
CrohnDisease	ProstaticNeoplasms	0.254826	0.295082	3	7	4
CrohnDisease	Psoriasis	0.254826	0.222222	70	95	25
CrohnDisease	RhinitisAllergicSeasonal	0.254826	0.285714	4	9	5
CrohnDisease	Schizophrenia	0.254826	0.396783	55	63	8
CrohnDisease	SclerodermaSystemic	0.254826	0.205882	17	23	6
CrohnDisease	SerotoninUptakeInhibitors	0.254826	0.0909091	1	2	1
CrohnDisease	SpondylitisAnkylosing	0.254826	0.295455	24	37	13
CrohnDisease	ThyroidDiseases	0.254826	0.333333	23	36	13
CrohnDisease	ThyroidHormones	0.254826	0.0232558	36	37	1
CrohnDisease	ThyroidNeoplasms	0.254826	0.444444	1	5	4
CrohnDisease	Tonsillectomy	0.254826	0.128571	40	41	1
CrohnDisease	Triglycerides	0.254826	0.279279	43	48	5
CrohnDisease	UveomeningoencephaliticSyndrome	0.254826	0.0625	15	16	1
CrohnDisease	Vitiligo	0.254826	0.0862069	40	41	1
CrohnDisease	WaistCircumference	0.254826	0.571429	5	11	6
CrohnDisease	beta2_Microglobulin	0.254826	0.038961	36	37	1
CrohnDisease	blood	0.254826	0.166667	1	2	1
CrohnDisease	tauProteins	0.254826	0.642857	1	2	1
Crown_RumpLength	Asparaginase	0.5	0.5	1	3	2
Crown_RumpLength	BloodPressure	0.5	0.289116	1	2	1
Crown_RumpLength	BodyHeight	0.5	0.339093	2	4	2
Crown_RumpLength	BodyMassIndex	0.5	0.365989	2	3	1
Crown_RumpLength	Crown_RumpLength	0.5	0.5	7	12	5
Crown_RumpLength	Hypersensitivity	0.5	0.309524	1	3	2
Crown_RumpLength	Insulin_LikeGrowthFactorBindingProtein3	0.5	0.444444	1	2	1
Crown_RumpLength	JointInstability	0.5	0.571429	1	2	1
Crown_RumpLength	PrecursorCellLymphoblasticLeukemia_Lymphoma	0.5	0.307692	1	3	2
Crown_RumpLength	VenousThromboembolism	0.5	0.125	1	2	1
Crown_RumpLength	WaistCircumference	0.5	0.571429	1	2	1
Crown_RumpLength	Waist_HipRatio	0.5	0.166667	1	2	1
CystatinC	AcuteCoronarySyndrome	0.333333	0.1	1	2	1
CystatinC	CystatinC	0.333333	0.333333	2	3	1
CystatinC	RenalInsufficiencyChronic	0.333333	0.125	1	2	1
Cystatins	Cystatins	0.5	0.5	1	2	1
Cystatins	Fibrinogen	0.5	0.204819	1	2	1
Cystatins	Hypospadias	0.5	0.125	1	2	1
Cystatins	LipoproteinsVLDL	0.5	0.196429	1	2	1
Cystatins	Myopia	0.5	0.52381	1	2	1
Cystatins	Obesity	0.5	0.176471	1	2	1
Cytokines	AgeofOnset	0.571429	0.297297	1	12	11
Cytokines	AlzheimerDisease	0.571429	0.246154	2	13	11
Cytokines	AntipsychoticAgents	0.571429	0.111111	1	2	1
Cytokines	BipolarDisorder	0.571429	0.313253	2	3	1
Cytokines	BodyHeight	0.571429	0.339093	8	9	1
Cytokines	BodyMassIndex	0.571429	0.365989	4	5	1
Cytokines	CholesterolLDL	0.571429	0.366102	4	39	35
Cytokines	Cytokines	0.571429	0.571429	54	126	72
Cytokines	DepressiveDisorder	0.571429	0.152778	4	5	1
Cytokines	Electrocardiography	0.571429	0.3	5	40	35
Cytokines	EsophagealSquamousCellCarcinoma	0.571429	0.173913	1	2	1
Cytokines	Hip	0.571429	0.439114	4	5	1
Cytokines	LipoproteinsVLDL	0.571429	0.196429	1	3	2
Cytokines	PlateletFunctionTests	0.571429	0.321212	9	45	36
Cytokines	PsychotropicDrugs	0.571429	0.25	1	2	1
Cytokines	ReceptorsTumorNecrosisFactorTypeII	0.571429	0.857143	1	36	35
Cytokines	Schizophrenia	0.571429	0.396783	3	4	1
Cytokines	Stroke	0.571429	0.178571	1	2	1
Cytokines	Trypanosomacruzi	0.571429	0.690141	1	36	35
Cytokines	VaccinePotency	0.571429	0.49375	54	126	72
Cytokines	VenousThromboembolism	0.571429	0.125	1	3	2
Cytokines	WaistCircumference	0.571429	0.571429	1	2	1
Cytokines	WhiteMatter	0.571429	0.190476	1	2	1
DeafnessAminoglycoside_Induced	Autoantibodies	0.5	0.4	1	2	1
DeafnessAminoglycoside_Induced	Cisplatin	0.5	0.5	1	2	1
DeafnessAminoglycoside_Induced	DeafnessAminoglycoside_Induced	0.5	0.5	1	2	1
DeafnessAminoglycoside_Induced	DiabetesMellitusType2	0.5	0.149425	1	2	1
DeglutitionDisorders	Adenocarcinomaoflung	0.538462	0.323529	1	13	12
DeglutitionDisorders	BreastNeoplasms	0.538462	0.298319	1	13	12
DeglutitionDisorders	CarcinomaEndometrioid	0.538462	0.424242	1	13	12
DeglutitionDisorders	CarcinomaNon_Small_CellLung	0.538462	0.3	1	13	12
DeglutitionDisorders	ColorectalNeoplasms	0.538462	0.296296	1	13	12
DeglutitionDisorders	DeglutitionDisorders	0.538462	0.538462	1	13	12
DeglutitionDisorders	LungNeoplasms	0.538462	0.302326	1	13	12
DeglutitionDisorders	Magnesium	0.538462	0.347826	1	13	12
DeglutitionDisorders	OvarianNeoplasms	0.538462	0.480769	1	13	12
DeglutitionDisorders	Prostate_SpecificAntigen	0.538462	0.230769	1	13	12
DeglutitionDisorders	ProstaticNeoplasms	0.538462	0.295082	1	13	12
Dehydroepiandrosterone	CardiovascularDiseases	0.814815	0.410256	2	13	11
Dehydroepiandrosterone	CerebrospinalFluid	0.814815	0.351648	2	13	11
Dehydroepiandrosterone	CholesterolLDL	0.814815	0.366102	1	12	11
Dehydroepiandrosterone	CleftLip	0.814815	0.40625	1	12	11
Dehydroepiandrosterone	CleftPalate	0.814815	0.419355	1	12	11
